frame_number,timestamp,class_name,class_id,confidence,x1,y1,x2,y2,box_width,box_height,frame_width,frame_height
400,105.085,person,0,0.7896,4,5,618,478,614,473,640,480
401,105.332,person,0,0.507,0,4,438,480,438,476,640,480
402,105.59,person,0,0.8323,0,7,402,478,402,471,640,480
403,105.852,person,0,0.6199,0,0,608,478,608,478,640,480
404,106.151,person,0,0.7426,0,1,611,478,611,477,640,480
405,106.423,person,0,0.6313,2,4,610,478,608,474,640,480
406,106.669,person,0,0.5671,2,7,600,479,598,472,640,480
407,106.903,person,0,0.5975,0,8,209,474,209,466,640,480
407,106.903,person,0,0.592,5,2,613,478,608,476,640,480
408,107.207,person,0,0.5768,0,14,214,475,214,461,640,480
409,107.577,person,0,0.6181,1,11,579,479,578,468,640,480
410,107.943,person,0,0.8091,0,19,213,477,213,458,640,480
410,107.943,dog,16,0.6906,166,193,562,479,396,286,640,480
411,108.263,person,0,0.6275,0,18,215,478,215,460,640,480
412,108.589,person,0,0.7463,0,23,216,478,216,455,640,480
412,108.589,dog,16,0.5117,564,397,639,479,75,82,640,480
413,108.903,person,0,0.5355,106,148,561,479,455,331,640,480
414,109.216,person,0,0.5935,0,23,580,480,580,457,640,480
415,109.536,person,0,0.6481,0,5,494,480,494,475,640,480
415,109.536,person,0,0.5518,0,16,224,477,224,461,640,480
416,109.826,person,0,0.8248,0,17,258,478,258,461,640,480
417,110.119,person,0,0.788,0,15,279,479,279,464,640,480
419,110.643,person,0,0.7569,0,16,324,478,324,462,640,480
424,111.906,person,0,0.5432,0,14,315,479,315,465,640,480
425,112.156,person,0,0.8053,0,18,310,479,310,461,640,480
426,112.412,person,0,0.751,0,14,311,479,311,465,640,480
427,112.661,person,0,0.8004,0,16,311,479,311,463,640,480
428,112.914,person,0,0.5782,0,16,312,479,312,463,640,480
429,113.167,person,0,0.5791,0,11,311,479,311,468,640,480
430,113.436,person,0,0.8185,0,17,311,479,311,462,640,480
431,113.68,person,0,0.5118,0,12,319,479,319,467,640,480
432,113.925,person,0,0.6239,2,15,580,479,578,464,640,480
433,114.188,person,0,0.7056,1,15,540,479,539,464,640,480
434,114.46,person,0,0.5707,1,15,566,479,565,464,640,480
435,114.731,person,0,0.7005,0,23,543,479,543,456,640,480
437,115.311,person,0,0.7745,0,20,301,479,301,459,640,480
438,115.587,person,0,0.8814,0,18,265,479,265,461,640,480
439,115.852,person,0,0.7555,0,18,222,478,222,460,640,480
440,116.102,person,0,0.6699,0,20,213,477,213,457,640,480
441,116.334,person,0,0.7228,0,21,214,478,214,457,640,480
442,116.573,person,0,0.5776,0,20,216,478,216,458,640,480
443,116.837,person,0,0.6208,2,4,542,478,540,474,640,480
443,116.837,cat,15,0.5497,323,52,602,476,279,424,640,480
444,117.091,person,0,0.6709,0,15,516,480,516,465,640,480
445,117.378,person,0,0.6932,0,16,539,480,539,464,640,480
446,117.69,person,0,0.7495,0,19,565,479,565,460,640,480
447,117.928,person,0,0.7662,0,18,569,479,569,461,640,480
448,118.167,person,0,0.7726,0,6,583,479,583,473,640,480
449,118.402,person,0,0.6854,0,25,485,479,485,454,640,480
450,118.624,person,0,0.692,0,5,601,480,601,475,640,480
451,118.843,person,0,0.7403,0,5,588,479,588,474,640,480
452,119.103,person,0,0.712,0,4,611,479,611,475,640,480
453,119.392,person,0,0.7237,0,9,579,479,579,470,640,480
455,119.952,person,0,0.6926,0,12,389,479,389,467,640,480
456,120.221,person,0,0.8007,1,64,626,479,625,415,640,480
457,120.544,person,0,0.8081,8,87,624,479,616,392,640,480
458,120.808,person,0,0.8187,4,132,623,479,619,347,640,480
459,121.092,person,0,0.8416,1,116,629,479,628,363,640,480
460,121.341,person,0,0.8116,0,54,633,479,633,425,640,480
461,121.604,person,0,0.8044,0,50,629,478,629,428,640,480
462,121.876,person,0,0.7711,0,19,639,479,639,460,640,480
463,122.148,person,0,0.8179,0,22,603,479,603,457,640,480
464,122.413,person,0,0.7776,1,24,619,479,618,455,640,480
465,122.67,person,0,0.8175,0,33,626,479,626,446,640,480
467,123.215,person,0,0.6575,0,17,593,478,593,461,640,480
468,123.487,person,0,0.6368,0,44,430,479,430,435,640,480
469,123.757,person,0,0.7554,0,38,362,478,362,440,640,480
470,124.032,person,0,0.8071,1,41,626,478,625,437,640,480
471,124.299,person,0,0.837,0,51,423,478,423,427,640,480
471,124.299,person,0,0.5151,297,124,639,479,342,355,640,480
472,124.558,person,0,0.8052,0,51,414,479,414,428,640,480
473,124.816,person,0,0.8192,0,45,429,479,429,434,640,480
474,125.09,person,0,0.8094,0,49,444,479,444,430,640,480
475,125.351,person,0,0.8442,0,48,482,479,482,431,640,480
475,125.351,person,0,0.5278,304,132,639,479,335,347,640,480
476,125.633,person,0,0.8757,0,50,504,479,504,429,640,480
477,125.92,person,0,0.5942,0,49,379,479,379,430,640,480
479,126.445,person,0,0.7275,0,58,194,476,194,418,640,480
480,126.7,person,0,0.5876,0,59,191,476,191,417,640,480
480,126.7,person,0,0.568,13,0,637,479,624,479,640,480
481,126.972,person,0,0.5037,0,30,483,479,483,449,640,480
482,127.227,person,0,0.5778,0,77,229,478,229,401,640,480
482,127.227,person,0,0.5759,180,58,552,478,372,420,640,480
483,127.499,person,0,0.7109,0,97,422,479,422,382,640,480
484,127.77,person,0,0.8169,0,100,516,479,516,379,640,480
485,128.055,person,0,0.7969,2,104,495,478,493,374,640,480
486,128.315,person,0,0.8225,0,100,426,479,426,379,640,480
487,128.581,person,0,0.8188,0,102,498,480,498,378,640,480
488,128.849,person,0,0.7568,0,100,435,479,435,379,640,480
489,129.118,person,0,0.7874,0,98,434,479,434,381,640,480
490,129.389,person,0,0.8981,0,99,430,480,430,381,640,480
491,129.638,person,0,0.8079,0,96,449,479,449,383,640,480
497,131.187,cat,15,0.6791,242,12,639,464,397,452,640,480
499,131.646,person,0,0.6936,0,1,410,479,410,478,640,480
500,131.874,person,0,0.7464,0,26,579,479,579,453,640,480
503,132.631,person,0,0.5715,0,0,473,479,473,479,640,480
505,133.054,cat,15,0.727,204,0,639,478,435,478,640,480
505,133.054,person,0,0.6901,0,35,323,478,323,443,640,480
506,133.279,cat,15,0.6034,169,0,639,480,470,480,640,480
508,133.684,cat,15,0.5213,216,0,640,479,424,479,640,480
508,133.684,person,0,0.5193,0,48,305,478,305,430,640,480
509,133.894,person,0,0.834,0,51,351,479,351,428,640,480
509,133.894,cat,15,0.7239,312,2,639,479,327,477,640,480
510,134.11,person,0,0.8619,0,49,350,478,350,429,640,480
511,134.339,person,0,0.8121,0,50,342,479,342,429,640,480
511,134.339,cat,15,0.5888,291,3,637,478,346,475,640,480
512,134.543,person,0,0.8936,0,48,306,478,306,430,640,480
513,134.753,cat,15,0.6931,169,0,638,478,469,478,640,480
514,134.968,person,0,0.5788,131,0,632,478,501,478,640,480
519,136.053,person,0,0.8117,0,33,581,480,581,447,640,480
521,136.465,person,0,0.5367,0,33,555,480,555,447,640,480
523,136.866,person,0,0.6097,0,34,577,479,577,445,640,480
524,137.084,person,0,0.5339,0,21,569,480,569,459,640,480
525,137.288,person,0,0.7775,1,32,568,480,567,448,640,480
527,137.7,person,0,0.8074,0,23,558,480,558,457,640,480
528,137.907,person,0,0.7458,0,30,577,479,577,449,640,480
530,138.318,person,0,0.5185,0,0,585,479,585,479,640,480
531,138.517,person,0,0.7668,0,10,574,480,574,470,640,480
532,138.727,person,0,0.6342,0,20,562,478,562,458,640,480
533,138.933,person,0,0.5664,0,16,582,479,582,463,640,480
535,139.363,person,0,0.5068,0,39,333,479,333,440,640,480
536,139.581,cat,15,0.6357,238,0,638,476,400,476,640,480
537,139.798,person,0,0.745,0,38,383,479,383,441,640,480
538,140.016,person,0,0.521,0,28,388,479,388,451,640,480
539,140.242,person,0,0.7343,0,31,389,479,389,448,640,480
540,140.456,person,0,0.9003,0,49,382,480,382,431,640,480
541,140.675,person,0,0.9152,0,49,357,479,357,430,640,480
541,140.675,laptop,63,0.5175,350,88,639,478,289,390,640,480
542,140.902,person,0,0.9095,0,45,343,479,343,434,640,480
542,140.902,laptop,63,0.7917,329,77,638,479,309,402,640,480
543,141.134,person,0,0.8903,0,52,331,478,331,426,640,480
543,141.134,laptop,63,0.7619,316,70,639,479,323,409,640,480
544,141.353,person,0,0.7971,0,51,326,478,326,427,640,480
545,141.57,laptop,63,0.8263,319,75,639,479,320,404,640,480
545,141.57,person,0,0.7962,0,63,329,477,329,414,640,480
546,141.817,person,0,0.7879,0,70,400,479,400,409,640,480
546,141.817,laptop,63,0.7192,320,78,638,477,318,399,640,480
547,142.107,laptop,63,0.7556,322,81,637,474,315,393,640,480
547,142.107,person,0,0.6691,0,74,345,477,345,403,640,480
548,142.344,laptop,63,0.7712,317,83,636,474,319,391,640,480
548,142.344,person,0,0.6276,0,65,385,479,385,414,640,480
549,142.552,laptop,63,0.7435,323,81,634,472,311,391,640,480
549,142.552,person,0,0.7237,0,71,394,479,394,408,640,480
550,142.757,laptop,63,0.7693,318,83,636,475,318,392,640,480
550,142.757,person,0,0.6153,0,66,392,479,392,413,640,480
551,142.966,laptop,63,0.7548,316,83,637,472,321,389,640,480
551,142.966,person,0,0.7345,0,74,393,479,393,405,640,480
552,143.188,laptop,63,0.7967,313,83,638,474,325,391,640,480
552,143.188,person,0,0.7614,0,72,386,479,386,407,640,480
553,143.4,person,0,0.8328,0,76,386,479,386,403,640,480
553,143.4,laptop,63,0.5303,312,86,639,475,327,389,640,480
554,143.614,person,0,0.7879,0,63,380,479,380,416,640,480
554,143.614,laptop,63,0.6535,311,86,639,474,328,388,640,480
555,143.811,person,0,0.7404,0,62,383,479,383,417,640,480
555,143.811,laptop,63,0.5448,314,84,638,476,324,392,640,480
556,144.015,person,0,0.9013,0,70,331,479,331,409,640,480
556,144.015,laptop,63,0.699,315,82,639,478,324,396,640,480
557,144.217,person,0,0.8842,0,70,328,479,328,409,640,480
557,144.217,laptop,63,0.6838,313,82,639,480,326,398,640,480
558,144.412,person,0,0.8891,0,76,330,479,330,403,640,480
558,144.412,laptop,63,0.865,313,83,639,479,326,396,640,480
559,144.62,person,0,0.8875,0,73,330,478,330,405,640,480
559,144.62,laptop,63,0.6884,318,84,639,479,321,395,640,480
560,144.82,person,0,0.9003,0,71,331,478,331,407,640,480
560,144.82,laptop,63,0.829,315,84,639,480,324,396,640,480
561,145.022,person,0,0.9197,0,72,335,478,335,406,640,480
561,145.022,laptop,63,0.6818,321,85,639,479,318,394,640,480
561,145.022,cat,15,0.5137,330,336,639,479,309,143,640,480
562,145.215,person,0,0.9154,0,74,336,479,336,405,640,480
562,145.215,laptop,63,0.6973,320,86,639,480,319,394,640,480
563,145.407,person,0,0.9263,0,74,335,479,335,405,640,480
563,145.407,laptop,63,0.553,320,85,638,479,318,394,640,480
564,145.603,person,0,0.9338,0,73,338,479,338,406,640,480
564,145.603,laptop,63,0.7965,324,86,639,479,315,393,640,480
565,145.809,person,0,0.9314,0,72,337,479,337,407,640,480
565,145.809,laptop,63,0.801,321,85,638,480,317,395,640,480
566,146.01,person,0,0.9246,0,72,338,478,338,406,640,480
566,146.01,laptop,63,0.7657,319,87,639,480,320,393,640,480
567,146.21,person,0,0.9265,0,74,338,478,338,404,640,480
567,146.21,laptop,63,0.7312,323,86,638,480,315,394,640,480
568,146.405,person,0,0.9303,0,73,339,479,339,406,640,480
568,146.405,laptop,63,0.713,323,88,639,480,316,392,640,480
569,146.599,person,0,0.9208,0,71,344,479,344,408,640,480
569,146.599,laptop,63,0.6969,326,90,639,480,313,390,640,480
570,146.805,person,0,0.9323,0,72,344,479,344,407,640,480
570,146.805,laptop,63,0.7124,326,82,639,479,313,397,640,480
571,147.006,person,0,0.9207,0,74,344,479,344,405,640,480
571,147.006,laptop,63,0.6763,323,89,639,480,316,391,640,480
572,147.21,person,0,0.9213,0,76,346,479,346,403,640,480
572,147.21,laptop,63,0.7923,328,88,639,480,311,392,640,480
573,147.405,person,0,0.926,0,74,344,478,344,404,640,480
573,147.405,laptop,63,0.8681,326,88,639,480,313,392,640,480
574,147.598,person,0,0.9327,0,73,347,479,347,406,640,480
574,147.598,laptop,63,0.7975,329,81,639,479,310,398,640,480
575,147.803,person,0,0.9317,0,72,347,479,347,407,640,480
575,147.803,laptop,63,0.807,326,87,639,480,313,393,640,480
576,148.006,person,0,0.9325,0,72,347,479,347,407,640,480
576,148.006,laptop,63,0.7853,328,89,639,480,311,391,640,480
577,148.201,person,0,0.9369,0,72,348,479,348,407,640,480
577,148.201,laptop,63,0.7789,328,89,639,480,311,391,640,480
578,148.398,person,0,0.9324,0,74,347,479,347,405,640,480
578,148.398,laptop,63,0.7819,329,87,639,480,310,393,640,480
579,148.594,person,0,0.9295,0,72,347,479,347,407,640,480
579,148.594,laptop,63,0.8052,329,82,638,479,309,397,640,480
580,148.809,person,0,0.9377,0,72,348,480,348,408,640,480
580,148.809,laptop,63,0.8409,330,89,639,480,309,391,640,480
581,149.032,person,0,0.9277,0,73,346,479,346,406,640,480
581,149.032,laptop,63,0.8031,328,89,638,480,310,391,640,480
581,149.032,cat,15,0.5297,347,340,639,479,292,139,640,480
582,149.251,person,0,0.914,0,71,346,479,346,408,640,480
582,149.251,laptop,63,0.5775,327,89,639,480,312,391,640,480
583,149.454,person,0,0.9157,0,69,343,479,343,410,640,480
583,149.454,laptop,63,0.6675,321,88,639,480,318,392,640,480
584,149.669,person,0,0.9286,0,70,344,480,344,410,640,480
584,149.669,laptop,63,0.5487,322,86,639,480,317,394,640,480
585,149.894,person,0,0.9321,0,69,342,479,342,410,640,480
585,149.894,laptop,63,0.6852,322,84,639,480,317,396,640,480
586,150.099,person,0,0.927,0,71,345,480,345,409,640,480
587,150.306,person,0,0.9253,0,72,348,479,348,407,640,480
587,150.306,laptop,63,0.7803,326,79,639,480,313,401,640,480
588,150.498,person,0,0.9371,0,71,347,480,347,409,640,480
588,150.498,laptop,63,0.8078,326,81,639,480,313,399,640,480
589,150.742,person,0,0.933,0,70,348,480,348,410,640,480
589,150.742,laptop,63,0.764,327,83,639,480,312,397,640,480
590,150.939,person,0,0.9039,0,69,350,479,350,410,640,480
590,150.939,laptop,63,0.698,331,77,639,479,308,402,640,480
591,151.154,person,0,0.9334,0,70,350,480,350,410,640,480
591,151.154,laptop,63,0.7251,330,85,639,480,309,395,640,480
592,151.369,person,0,0.9163,0,71,352,479,352,408,640,480
592,151.369,laptop,63,0.5112,333,85,639,479,306,394,640,480
593,151.589,person,0,0.9238,0,71,356,479,356,408,640,480
593,151.589,laptop,63,0.5995,343,84,639,479,296,395,640,480
594,151.793,person,0,0.93,0,71,357,480,357,409,640,480
594,151.793,laptop,63,0.8502,340,77,639,479,299,402,640,480
595,151.997,person,0,0.9158,0,69,356,479,356,410,640,480
595,151.997,laptop,63,0.5952,347,83,639,479,292,396,640,480
596,152.204,person,0,0.9035,0,69,362,479,362,410,640,480
596,152.204,laptop,63,0.6037,346,86,639,479,293,393,640,480
597,152.41,person,0,0.8594,0,74,370,479,370,405,640,480
598,152.601,person,0,0.8794,0,73,392,479,392,406,640,480
599,152.809,person,0,0.871,0,69,394,479,394,410,640,480
600,153.01,person,0,0.8795,0,70,396,479,396,409,640,480
601,153.202,person,0,0.8789,0,72,398,479,398,407,640,480
602,153.397,person,0,0.8903,0,70,399,480,399,410,640,480
603,153.594,person,0,0.8788,0,71,389,480,389,409,640,480
604,153.824,person,0,0.8249,0,61,468,479,468,418,640,480
605,154.021,person,0,0.679,0,52,532,479,532,427,640,480
606,154.229,person,0,0.6471,9,5,638,477,629,472,640,480
611,155.245,person,0,0.7526,99,161,602,479,503,318,640,480
612,155.443,person,0,0.8441,102,141,626,479,524,338,640,480
613,155.71,person,0,0.7755,84,102,637,480,553,378,640,480
617,156.519,dog,16,0.5309,132,66,637,393,505,327,640,480
618,156.723,dog,16,0.5688,129,66,637,395,508,329,640,480
623,157.738,dog,16,0.557,129,74,638,419,509,345,640,480
625,158.169,dog,16,0.641,130,74,637,423,507,349,640,480
638,160.928,dog,16,0.6041,87,82,635,452,548,370,640,480
640,161.346,dog,16,0.5026,86,81,636,462,550,381,640,480
642,161.753,dog,16,0.5874,92,82,637,461,545,379,640,480
644,162.174,person,0,0.5002,93,82,630,462,537,380,640,480
645,162.386,person,0,0.5344,80,89,635,467,555,378,640,480
649,163.218,person,0,0.7122,85,106,620,479,535,373,640,480
650,163.428,person,0,0.6342,68,138,633,479,565,341,640,480
651,163.635,person,0,0.6649,62,177,622,479,560,302,640,480
652,163.88,person,0,0.8501,83,170,590,479,507,309,640,480
654,164.299,person,0,0.5046,65,160,474,479,409,319,640,480
655,164.503,person,0,0.5397,68,163,485,479,417,316,640,480
656,164.73,person,0,0.5626,70,163,506,479,436,316,640,480
657,165.007,person,0,0.6546,76,166,496,478,420,312,640,480
658,165.275,person,0,0.7291,75,166,500,478,425,312,640,480
659,165.501,person,0,0.5655,80,165,505,479,425,314,640,480
660,165.728,cat,15,0.5451,272,0,628,95,356,95,640,480
660,165.728,person,0,0.5261,78,166,493,479,415,313,640,480
661,165.936,person,0,0.5234,79,167,497,479,418,312,640,480
662,166.166,person,0,0.6766,80,163,502,479,422,316,640,480
663,166.387,dog,16,0.6256,75,147,613,479,538,332,640,480
667,167.264,dog,16,0.5454,58,61,639,386,581,325,640,480
687,171.766,dog,16,0.5372,0,58,465,455,465,397,640,480
694,173.239,dog,16,0.6194,117,0,581,278,464,278,640,480
694,173.239,tv,62,0.6082,1,0,608,480,607,480,640,480
697,173.859,dog,16,0.5727,165,4,629,305,464,301,640,480
702,175.009,dog,16,0.6185,147,9,636,340,489,331,640,480
703,175.228,dog,16,0.7101,147,11,636,346,489,335,640,480
704,175.432,person,0,0.6431,147,18,629,354,482,336,640,480
705,175.636,person,0,0.6849,148,21,633,357,485,336,640,480
706,175.847,person,0,0.7844,149,23,637,360,488,337,640,480
707,176.07,person,0,0.7539,151,23,637,359,486,336,640,480
708,176.279,person,0,0.738,153,23,638,359,485,336,640,480
709,176.484,person,0,0.6716,149,27,629,363,480,336,640,480
710,176.693,person,0,0.6092,146,39,609,381,463,342,640,480
711,176.892,person,0,0.8086,155,48,636,386,481,338,640,480
713,177.455,person,0,0.6318,150,76,626,445,476,369,640,480
714,177.68,person,0,0.5144,161,84,636,456,475,372,640,480
715,177.897,person,0,0.6865,172,88,637,456,465,368,640,480
716,178.118,person,0,0.5074,165,81,630,450,465,369,640,480
718,178.572,person,0,0.5183,165,85,635,456,470,371,640,480
719,178.779,person,0,0.6719,183,104,636,477,453,373,640,480
720,178.99,person,0,0.7804,185,107,638,479,453,372,640,480
721,179.197,person,0,0.8178,183,109,637,479,454,370,640,480
722,179.413,person,0,0.8669,191,113,637,479,446,366,640,480
723,179.62,person,0,0.8066,188,117,637,478,449,361,640,480
724,179.841,person,0,0.7147,179,119,638,479,459,360,640,480
725,180.091,person,0,0.8133,152,116,631,479,479,363,640,480
726,180.298,person,0,0.7221,138,115,633,478,495,363,640,480
727,180.507,person,0,0.5016,113,117,619,477,506,360,640,480
728,180.722,person,0,0.8177,116,121,627,479,511,358,640,480
729,180.929,dog,16,0.6421,121,124,619,478,498,354,640,480
730,181.144,person,0,0.7584,124,128,627,477,503,349,640,480
731,181.357,person,0,0.7122,121,125,627,478,506,353,640,480
732,181.556,person,0,0.5794,116,126,622,478,506,352,640,480
733,181.765,person,0,0.5516,117,126,601,478,484,352,640,480
734,181.984,dog,16,0.7191,114,124,619,479,505,355,640,480
735,182.191,dog,16,0.5789,113,128,600,479,487,351,640,480
735,182.191,person,0,0.5031,115,130,593,478,478,348,640,480
736,182.4,dog,16,0.5226,114,127,631,479,517,352,640,480
736,182.4,person,0,0.5183,113,128,608,478,495,350,640,480
737,182.602,dog,16,0.5268,115,124,625,479,510,355,640,480
738,182.826,dog,16,0.6414,116,127,627,478,511,351,640,480
739,183.123,person,0,0.7365,111,126,633,477,522,351,640,480
741,183.733,dog,16,0.6115,92,119,639,479,547,360,640,480
742,184.022,dog,16,0.5801,81,116,638,478,557,362,640,480
743,184.345,dog,16,0.6674,86,114,638,470,552,356,640,480
744,184.621,dog,16,0.7532,82,114,639,476,557,362,640,480
745,184.892,person,0,0.5743,83,117,635,467,552,350,640,480
746,185.184,person,0,0.5562,85,116,636,468,551,352,640,480
748,185.755,dog,16,0.5157,83,113,639,473,556,360,640,480
749,186.023,person,0,0.5489,83,116,637,474,554,358,640,480
750,186.262,dog,16,0.5003,85,115,535,469,450,354,640,480
751,186.509,dog,16,0.5863,91,115,628,470,537,355,640,480
752,186.746,person,0,0.6201,96,117,623,465,527,348,640,480
753,187.0,dog,16,0.5779,92,116,542,467,450,351,640,480
754,187.241,person,0,0.6151,94,118,624,466,530,348,640,480
755,187.471,person,0,0.5253,98,118,606,465,508,347,640,480
756,187.676,person,0,0.5349,96,118,625,466,529,348,640,480
757,187.897,dog,16,0.6109,92,116,637,468,545,352,640,480
759,188.338,dog,16,0.5189,94,116,537,464,443,348,640,480
760,188.538,dog,16,0.5522,90,114,636,465,546,351,640,480
761,188.742,dog,16,0.7424,92,113,637,463,545,350,640,480
762,188.961,dog,16,0.5423,88,114,531,458,443,344,640,480
763,189.252,dog,16,0.6292,93,114,635,460,542,346,640,480
764,189.553,dog,16,0.5949,96,114,621,458,525,344,640,480
765,189.845,dog,16,0.5144,90,113,634,460,544,347,640,480
766,190.158,dog,16,0.5934,90,114,639,465,549,351,640,480
767,190.489,person,0,0.6029,84,116,627,464,543,348,640,480
769,191.125,dog,16,0.7648,99,116,634,456,535,340,640,480
770,191.427,dog,16,0.6188,97,113,610,456,513,343,640,480
774,192.83,laptop,63,0.5976,82,41,640,433,558,392,640,480
775,193.163,dog,16,0.79,350,175,640,374,290,199,640,480
776,193.439,dog,16,0.5627,347,185,639,375,292,190,640,480
776,193.439,tv,62,0.5522,203,134,639,461,436,327,640,480
778,193.968,tv,62,0.6605,212,147,640,441,428,294,640,480
778,193.968,person,0,0.5625,0,46,403,479,403,433,640,480
779,194.26,tv,62,0.7183,216,145,640,452,424,307,640,480
780,194.546,person,0,0.5275,1,41,459,479,458,438,640,480
781,194.844,tv,62,0.5834,236,166,639,435,403,269,640,480
782,195.186,tv,62,0.542,244,170,640,434,396,264,640,480
783,195.558,laptop,63,0.612,256,182,638,444,382,262,640,480
786,196.49,person,0,0.7527,8,12,636,479,628,467,640,480
787,196.736,person,0,0.7686,0,0,638,478,638,478,640,480
788,197.248,person,0,0.9134,2,0,640,478,638,478,640,480
789,199.109,person,0,0.689,0,0,617,478,617,478,640,480
790,201.392,person,0,0.8599,0,0,629,480,629,480,640,480
791,202.416,person,0,0.8965,0,0,587,479,587,479,640,480
792,204.107,person,0,0.8101,0,1,587,479,587,478,640,480
793,204.662,person,0,0.8055,0,0,584,480,584,480,640,480
794,205.114,person,0,0.7986,0,0,554,479,554,479,640,480
795,205.436,person,0,0.815,0,0,591,479,591,479,640,480
796,205.74,person,0,0.8222,0,0,585,479,585,479,640,480
797,206.024,person,0,0.7873,0,0,580,479,580,479,640,480
798,206.34,person,0,0.8216,0,0,584,479,584,479,640,480
799,207.188,person,0,0.8046,0,0,577,479,577,479,640,480
800,207.741,person,0,0.7399,1,0,557,479,556,479,640,480
801,208.017,person,0,0.7367,0,0,531,479,531,479,640,480
802,208.25,person,0,0.7971,1,0,574,479,573,479,640,480
803,208.487,person,0,0.7308,0,0,519,479,519,479,640,480
804,208.728,person,0,0.7878,0,0,518,479,518,479,640,480
805,208.985,person,0,0.7385,0,0,540,479,540,479,640,480
806,209.266,person,0,0.788,0,0,538,479,538,479,640,480
807,209.502,person,0,0.7644,0,0,534,479,534,479,640,480
808,209.735,person,0,0.8023,0,0,527,479,527,479,640,480
809,209.988,person,0,0.8155,0,0,533,479,533,479,640,480
810,210.288,person,0,0.8183,0,0,534,479,534,479,640,480
811,210.538,person,0,0.7933,1,0,524,479,523,479,640,480
812,210.789,person,0,0.7875,0,0,519,479,519,479,640,480
813,211.033,person,0,0.8137,0,0,552,479,552,479,640,480
814,211.278,person,0,0.7738,0,1,550,479,550,478,640,480
815,211.546,person,0,0.7981,0,0,532,479,532,479,640,480
816,211.82,person,0,0.8213,0,1,537,479,537,478,640,480
817,212.086,person,0,0.7929,0,0,527,479,527,479,640,480
818,212.34,person,0,0.7456,0,1,520,479,520,478,640,480
819,212.605,person,0,0.7591,0,1,516,479,516,478,640,480
820,212.881,person,0,0.7974,0,2,531,479,531,477,640,480
821,213.141,person,0,0.7971,0,0,540,479,540,479,640,480
822,213.395,person,0,0.7834,0,0,537,480,537,480,640,480
823,213.617,person,0,0.7901,0,2,530,479,530,477,640,480
824,213.84,person,0,0.8117,0,2,539,479,539,477,640,480
825,214.075,person,0,0.7726,0,2,566,479,566,477,640,480
826,214.287,person,0,0.7031,0,0,549,479,549,479,640,480
827,214.506,person,0,0.6535,0,0,587,480,587,480,640,480
828,214.721,person,0,0.5029,0,17,618,479,618,462,640,480
831,215.4,person,0,0.5543,0,24,627,479,627,455,640,480
832,215.688,person,0,0.6461,2,13,538,479,536,466,640,480
833,215.922,person,0,0.7581,0,4,570,479,570,475,640,480
834,216.176,person,0,0.765,0,11,501,479,501,468,640,480
835,216.416,person,0,0.7974,0,4,524,480,524,476,640,480
836,216.646,person,0,0.7385,0,4,520,478,520,474,640,480
837,216.866,person,0,0.7545,0,6,515,477,515,471,640,480
838,217.11,person,0,0.7727,0,5,521,480,521,475,640,480
839,217.34,person,0,0.7655,0,0,503,478,503,478,640,480
840,217.58,person,0,0.7487,0,0,516,478,516,478,640,480
841,217.828,person,0,0.8003,1,0,491,479,490,479,640,480
842,218.098,person,0,0.7338,0,0,552,479,552,479,640,480
843,218.326,person,0,0.7453,0,1,479,478,479,477,640,480
844,218.555,person,0,0.7609,0,0,489,478,489,478,640,480
845,218.81,person,0,0.7664,0,0,529,480,529,480,640,480
846,219.048,person,0,0.7844,0,0,506,478,506,478,640,480
847,219.277,person,0,0.7495,0,0,513,478,513,478,640,480
848,219.518,person,0,0.7814,0,1,498,478,498,477,640,480
849,219.765,person,0,0.7877,0,0,510,478,510,478,640,480
850,220.01,person,0,0.7253,0,0,525,478,525,478,640,480
851,220.223,person,0,0.7595,0,0,512,478,512,478,640,480
852,220.458,person,0,0.7712,1,2,511,479,510,477,640,480
853,220.685,person,0,0.7733,0,0,522,478,522,478,640,480
854,220.93,person,0,0.7747,0,0,498,478,498,478,640,480
855,221.167,person,0,0.7546,0,0,503,478,503,478,640,480
856,221.449,person,0,0.7913,0,0,504,478,504,478,640,480
857,221.671,person,0,0.7705,0,0,495,478,495,478,640,480
858,221.91,person,0,0.7781,0,0,493,478,493,478,640,480
859,222.139,person,0,0.7739,0,0,518,478,518,478,640,480
860,222.362,person,0,0.7609,0,0,525,478,525,478,640,480
861,222.598,person,0,0.7855,0,0,529,478,529,478,640,480
862,222.821,person,0,0.7958,0,0,547,480,547,480,640,480
863,223.049,person,0,0.7511,1,0,563,479,562,479,640,480
864,223.255,person,0,0.7692,0,0,565,478,565,478,640,480
865,223.468,person,0,0.7362,0,0,550,477,550,477,640,480
866,223.692,person,0,0.7355,1,0,565,479,564,479,640,480
867,223.927,person,0,0.7519,0,0,551,478,551,478,640,480
868,224.18,person,0,0.7885,0,0,510,478,510,478,640,480
869,224.477,person,0,0.7586,0,0,573,478,573,478,640,480
871,225.027,person,0,0.7779,0,0,593,479,593,479,640,480
872,225.253,person,0,0.8739,3,0,623,479,620,479,640,480
873,225.524,person,0,0.9022,2,0,634,479,632,479,640,480
874,225.785,person,0,0.9126,0,0,634,478,634,478,640,480
875,226.013,person,0,0.909,0,0,636,478,636,478,640,480
877,226.466,person,0,0.8985,2,0,639,478,637,478,640,480
878,226.693,person,0,0.8484,0,0,624,480,624,480,640,480
